id,count
1174,66.82
1177,116.82
1178,164.09
1184,181.74
1185,114.72
1186,122.03
1187,160.22
1188,285.36
1191,140.83
1207,126.84
1213,45.66
1215,124.19
1223,181.34
1227,119.28
1236,56.03
1237,60.36
1238,18.33
1241,31.05
1248,16.23
1250,37.61
1251,159.94
1253,114.89
1255,96.93
1257,178.39
1261,114.84
1262,338.79
1265,130.51
1273,175.95
1277,256.5
1278,117.2
1280,113.92
1284,226.87
1285,337.03
1288,32.22
1295,116.5
1297,361.3
1299,262.65
1304,147.27
1308,41.83
1310,95.13
1311,121.92
1314,84.63
1315,115.72
1318,32.42
1320,333.9
1321,299.94
1322,242.62
1330,116.98
1333,161.68
1334,228.43
1341,135.71
1344,136.93
1351,226.91
1354,103.95
1356,59.4
1363,123.07
1365,205.76
1369,129.37
1373,116.97
1375,117.09
1377,87.41
1379,133.08
1380,280.69
1381,100.64
1384,167.82
1390,193.58
1393,243.5
1395,53.13
1399,325.36
1400,90.69
1401,163.3
1404,167.31
1408,13.94
1409,27.89
1413,217.61
1416,282.49
1418,100.12
1423,101.35
1424,27.02
1425,15.62
1433,264.75
1434,141.58
1436,333.9
1442,238.78
1444,85.16
1445,101.22
1452,218.41
1455,169.36
1462,70.46
1467,78.6
1472,42.63
1475,180.18
1493,111.76
1501,225.19
1503,296.8
1504,214.07
1505,14.61
1511,220.52
1512,56.53
1513,86.5
1514,35.67
1528,244.07
1533,244.71
1534,27.7
1536,149.99
1537,80.36
1539,238.98
1550,208.8
1552,212.72
1554,199.88
1555,367.7
1556,100.12
1559,33.5
1563,229.09
1566,139.55
1567,156.19
1568,27.87
1571,228.41
1572,16.4
1574,52.5
1577,16.92
1583,85.56
1585,29.16
1586,190.47
1587,196.49
1596,152.84
1602,33.69
1604,71.82
1605,36.37
1610,311.79
1611,94.27
1616,31.22
1617,100.57
1618,16.26
1622,44.08
1623,33.25
1628,314.18
1631,15.96
1632,183.44
1633,245.98
1634,320.83
1636,206.96
1637,104.61
1643,123.94
1644,102.61
1646,94.27
1648,206.65
1651,31.34
1656,18.26
1658,147.33
1659,16.62
1665,186.73
1666,144.89
1670,41.05
1674,154.66
1679,215.15
1680,213.78
1683,336.36
1686,26.67
1691,98.68
1693,35.61
1696,39.1
1697,100.57
1703,91.07
1706,27.69
1709,159.66
1710,87.44
1712,200.31
1713,124.54
1718,344.78
1719,165.16
1722,286.74
1723,133.12
1724,280.24
1728,63.0
1730,30.54
1732,29.65
1737,37.24
1745,89.9
1747,14.1
1748,13.3
1755,101.87
1759,16.3
1761,272.51
1764,217.96
1765,148.92
1766,92.6
1768,100.82
1770,28.07
1771,143.99
1774,99.05
1785,131.73
1788,197.44
1792,15.34
1794,225.01
1797,123.45
1798,13.89
1799,270.05
1802,104.99
1806,34.15
1808,78.63
1810,244.1
1818,124.27
1819,379.31
1820,285.87
1822,225.94
1826,215.35
1827,172.28
1835,17.59
1841,116.84
1842,141.85
1843,16.59
1846,43.98
1849,100.78
1850,205.35
1851,188.84
1857,55.2
1858,178.67
1860,98.39
1861,250.77
1864,115.72
1869,328.15
1871,62.05
1872,29.79
1875,17.13
1878,240.56
1879,247.76
1885,90.1
1888,108.06
1889,29.92
1890,93.87
1896,139.37
1897,170.14
1898,113.51
1900,101.36
1905,39.91
1908,121.91
1909,104.49
1913,71.39
1918,106.43
1922,331.17
1923,131.54
1925,267.5
1926,141.19
1927,303.57
1930,197.53
1935,59.73
1939,116.5
1942,97.48
1943,320.09
1948,262.79
1949,256.09
1951,108.81
1953,117.02
1959,125.36
1963,15.91
1967,128.8
1973,255.7
1975,27.25
1976,91.35
1990,117.82
1993,116.61
1997,195.89
1999,130.27
2001,305.72
2004,90.56
2010,97.74
2013,133.58
2017,306.86
2021,126.39
2023,161.64
2026,139.44
2037,31.29
2039,196.17
2041,17.9
2046,30.68
2050,18.98
2060,230.74
2067,105.55
2069,147.95
2072,251.52
2074,132.45
2079,114.8
2083,27.17
2085,191.96
2087,16.94
2093,141.85
2094,29.92
2097,37.53
2103,92.77
2104,47.8
2107,191.6
2108,18.41
2110,91.17
2115,188.48
2117,31.98
2125,315.13
2127,278.69
2133,15.61
2134,384.75
2135,117.43
2141,264.2
2143,33.74
2145,86.97
2146,26.96
2147,289.58
2148,55.85
2149,75.04
2165,121.41
2166,160.58
2177,207.81
